Team,Conference,G,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,CS,Picked,GO,FO,IP,HA,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,HR-A,CSO,WP,BK,HB,KL,IBB,CG,Inh Run,Inh Run Score,SHA,SFA,CIA,GO,FO,SV,PO,A,E,CI,PB,SBA,CSB,TC,IDP,TP
Houston,AAC,55,"1,386",236,351,51,4,566,52,,153,36,211,12,29,264,56,20,10,,61,20,,362,409,370,394,254,199,183,232,7,"1,733","1,461",47,1,54,,34,,48,63,3,,,,26,15,,422,401,4,"1,110",463,64,,15,39,10,"1,637",27,
Houston Baptist,Southland,48,"1,276",167,333,63,9,471,19,2,122,20,143,11,27,233,68,10,3,,26,5,,355,342,316.2,360,242,192,187,192,6,"1,534","1,289",63,12,30,,43,,26,66,,,,,21,11,,366,341,4,950,370,78,,12,86,13,"1,398",16,
Howard,MEAC,53,"1,374",315,416,67,20,592,23,2,160,23,253,16,24,173,33,20,2,,94,20,,440,313,338.2,385,267,204,168,221,5,"1,648","1,389",71,15,26,,40,,51,76,,,,,24,16,,401,351,7,"1,016",396,83,,10,78,11,"1,495",19,
Idaho St.,Big Sky,52,"1,412",269,412,66,10,621,41,,129,45,240,16,34,255,80,25,11,,66,6,,359,377,339.2,370,257,212,173,320,4,"1,602","1,360",57,9,42,,28,,36,83,5,,,,21,12,,347,301,1,"1,017",390,58,,11,70,12,"1,465",15,
Illinois,Big Ten,54,"1,481",266,456,93,7,647,28,,117,27,245,13,38,192,42,13,8,,76,22,,430,396,364.1,302,167,125,106,415,12,"1,533","1,380",51,7,44,,7,,31,88,4,,,,10,6,,301,339,5,"1,093",331,52,,14,50,13,"1,476",6,
Illinois St.,MVC,52,"1,350",216,353,59,12,547,37,,145,23,201,10,11,305,75,8,1,,28,8,,326,345,333,340,229,185,192,261,7,"1,558","1,308",63,6,37,,40,,25,54,,,,,23,10,,384,314,3,999,409,53,,11,72,13,"1,461",11,
Indiana,Big Ten,49,"1,305",259,370,82,5,630,56,5,118,57,232,8,14,255,53,14,6,,111,29,,311,345,329.2,380,263,206,136,240,6,"1,548","1,351",80,14,50,,26,,25,70,1,,,,23,13,,377,325,6,989,385,76,,8,38,12,"1,450",14,
Indiana St.,MVC,52,"1,368",238,386,70,7,584,38,3,132,24,207,8,25,234,68,13,3,,43,13,,401,323,334,354,222,180,134,198,6,"1,516","1,319",57,10,35,,21,,34,61,,,,,17,12,,450,310,2,"1,002",433,57,,1,64,9,"1,492",13,
Iona,MAAC,49,"1,359",156,300,50,3,461,35,2,141,26,133,3,13,332,75,15,5,,50,18,,307,387,349,325,180,140,154,316,5,"1,554","1,333",51,5,14,,22,,29,89,1,,,,30,8,,344,343,8,"1,047",356,49,,10,47,12,"1,452",11,
Iowa,Big Ten,52,"1,324",205,342,53,8,486,25,,142,33,182,12,24,228,67,20,7,,37,14,,396,347,335.2,412,291,241,146,203,5,"1,597","1,405",76,14,48,,36,,17,48,8,,,,17,12,,412,349,2,"1,007",422,71,,10,43,10,"1,500",12,
Iowa St.,Big 12,55,"1,417",289,382,82,13,622,44,,177,37,263,22,5,315,98,7,1,,56,8,,323,380,346.2,368,250,197,174,289,3,"1,623","1,390",53,3,41,,41,,33,78,2,,,,20,6,,360,343,2,"1,040",385,66,,11,47,14,"1,491",23,
IUPUI,Horizon,50,"1,259",136,278,42,6,371,13,,116,19,113,6,29,327,82,9,4,,37,9,,340,282,313.1,326,271,202,216,217,3,"1,536","1,232",53,8,31,,56,1,30,44,1,,,,33,25,,309,377,,940,343,73,,20,69,15,"1,356",9,
Jackson St.,SWAC,51,"1,292",216,339,54,26,502,19,1,129,43,183,14,34,238,59,15,8,,83,12,,358,341,331,428,264,181,79,125,3,"1,558","1,403",83,15,16,,17,,26,38,,,,,38,12,,441,372,2,993,443,95,,13,76,12,"1,531",11,
Jacksonville,ASUN,46,"1,133",148,285,46,6,406,21,,112,28,129,5,19,227,56,13,6,,58,8,,280,339,292.2,369,299,242,176,128,2,"1,449","1,203",55,5,51,,34,,26,23,,,,,25,19,,264,431,,878,308,77,,24,58,18,"1,263",9,
Jacksonville St.,ASUN,55,"1,472",234,409,68,7,629,46,,139,47,218,11,32,243,58,6,2,,55,9,,345,465,365.2,352,195,170,112,236,13,"1,563","1,398",56,11,46,,10,,19,51,,,,,25,9,,310,504,,"1,097",327,43,,8,38,12,"1,467",11,
James Madison,CAA,42,"1,093",229,303,61,3,568,66,,121,30,204,6,19,226,65,5,1,,28,8,,227,332,266.2,286,206,172,152,219,4,"1,249","1,051",50,3,38,,44,,15,56,1,,,,24,7,,292,247,1,800,326,50,,7,36,16,"1,176",15,
Kansas,Big 12,50,"1,292",231,343,70,7,565,46,,144,23,205,2,22,288,86,11,7,,24,9,,320,330,317,414,318,247,173,191,2,"1,602","1,353",60,4,38,,33,,39,58,,,,,18,19,,388,330,,951,376,77,,12,50,13,"1,404",13,
Kansas City,Summit League,47,"1,192",145,272,45,7,409,26,3,140,11,136,7,16,250,74,20,11,,43,7,,347,311,301.1,414,252,211,98,181,4,"1,450","1,292",76,13,44,,13,,26,55,,,,,25,9,,312,379,1,904,304,54,,3,32,11,"1,262",11,
Kennesaw St.,ASUN,51,"1,351",213,375,60,5,565,40,,122,21,199,11,24,249,53,11,8,,55,15,,368,341,329.2,390,224,172,121,256,3,"1,538","1,345",54,3,32,,12,,31,80,,,,,27,14,,308,380,4,989,332,67,,13,58,11,"1,388",11,
Kent St.,MAC,48,"1,184",183,276,49,4,432,33,2,117,34,160,10,33,294,68,12,5,,22,4,,347,273,308.2,280,184,134,119,353,7,"1,383","1,200",46,6,51,,20,,36,103,1,,,,21,7,,214,330,3,926,248,67,,8,51,13,"1,241",5,
Kentucky,SEC,52,"1,402",355,466,71,10,782,75,7,142,14,328,16,31,236,48,7,1,,50,11,,344,354,332,341,214,174,147,230,7,"1,517","1,308",80,2,46,,18,,36,65,1,,,,16,10,,324,392,2,996,365,57,,2,28,11,"1,418",20,
Lafayette,Patriot,47,"1,208",159,273,55,2,362,10,,109,39,135,8,16,252,66,18,8,,34,10,,336,328,302,423,277,187,110,143,1,"1,495","1,339",84,10,26,,34,,14,44,,,,,17,14,1,367,363,2,906,375,92,1,10,73,14,"1,373",16,
Lamar University,WAC,49,"1,233",157,261,43,6,388,24,,150,37,131,7,19,261,73,16,12,,18,4,,318,374,314.1,432,298,240,144,173,1,"1,567","1,334",83,19,43,,17,,36,41,8,,,,34,18,1,373,361,2,943,388,65,1,4,65,8,"1,396",13,
Lehigh,Patriot,49,"1,315",212,392,58,10,563,31,1,98,4,194,13,18,199,48,15,8,,52,12,,396,303,316.1,354,211,185,97,231,5,"1,433","1,260",71,11,37,,18,,30,54,3,,,,38,8,,346,339,3,949,340,40,,4,42,7,"1,329",13,
Liberty,ASUN,59,"1,547",346,457,76,14,729,56,2,193,30,309,20,16,245,65,26,13,,54,16,,366,450,388,323,163,125,158,286,16,"1,680","1,461",43,5,32,,19,,33,81,,,,,21,6,1,444,388,4,"1,164",453,55,1,8,27,18,"1,672",19,
Lipscomb,ASUN,52,"1,358",199,336,50,15,476,20,,143,25,181,11,31,311,74,15,5,,35,17,,344,375,354,437,293,246,164,201,3,"1,698","1,458",80,10,43,,29,,28,49,1,,,,30,18,,382,437,1,"1,062",399,58,,12,59,10,"1,519",12,
LIU,NEC,57,"1,529",248,440,66,3,566,18,,136,24,221,15,44,230,65,12,3,,48,13,,460,401,376.2,488,302,254,128,160,4,"1,792","1,561",65,13,49,,14,,58,53,10,,,,35,10,,476,431,6,"1,129",476,62,,12,54,12,"1,667",19,
Loyola Marymount,WCC,51,"1,333",274,411,78,6,606,35,1,144,36,244,16,51,221,71,11,6,,74,14,,346,373,341,282,143,124,129,324,11,"1,445","1,264",52,5,33,,37,,18,90,1,,,,21,12,1,308,350,4,"1,023",312,36,1,9,24,9,"1,371",14,
Long Beach St.,Big West,51,"1,326",217,366,53,6,464,11,1,132,43,194,14,27,221,65,25,19,,31,11,,407,319,333.2,298,226,177,185,234,8,"1,549","1,275",42,8,32,,25,,56,67,,,,,24,9,,262,475,8,"1,001",268,49,,3,43,13,"1,318",7,
Longwood,Big South,58,"1,563",233,441,56,10,625,36,,125,32,197,13,14,298,58,11,1,,83,22,,386,401,374,297,209,155,182,420,10,"1,629","1,385",44,10,28,,42,,28,82,,,,,18,16,,348,305,4,"1,130",387,68,,15,53,15,"1,585",14,
Louisiana,Sun Belt,56,"1,497",406,536,100,25,920,78,3,178,30,363,24,18,176,55,24,6,,133,27,,369,413,362,255,139,106,124,473,16,"1,508","1,324",35,2,26,,24,,32,115,6,,,,22,5,1,286,304,4,"1,086",281,52,1,18,51,4,"1,419",14,
Louisiana Tech,C-USA,59,"1,521",298,446,78,17,696,46,,195,68,270,18,29,295,95,21,5,,69,7,,308,476,382,401,208,162,131,177,8,"1,687","1,504",56,7,42,,29,,20,41,1,,,,23,9,,525,384,2,"1,146",558,62,,11,30,16,"1,766",31,
Louisville,ACC,52,"1,372",276,382,74,18,660,56,3,170,26,250,7,18,264,68,10,5,,36,10,,328,374,336.2,383,260,201,158,219,6,"1,589","1,367",67,11,39,,20,,32,57,2,,,,23,9,,404,337,3,"1,010",403,67,,11,43,16,"1,480",24,
Loyola Chicago,MVC,47,"1,194",139,258,33,12,363,16,,129,25,119,7,14,267,90,7,5,,67,21,,330,322,309.1,367,216,178,127,240,5,"1,421","1,249",65,16,37,,9,,14,75,1,,,,19,12,,321,320,1,928,338,49,,3,32,14,"1,315",14,
LSU,SEC,55,"1,454",330,423,92,9,722,63,1,224,31,310,16,20,233,77,12,7,,47,8,,368,430,370.2,340,189,153,151,283,11,"1,630","1,431",45,1,37,,33,,21,71,1,,,,21,5,1,391,391,2,"1,112",417,56,1,15,29,10,"1,585",19,
Maine,America East,45,"1,200",174,304,53,9,441,22,,81,17,158,12,17,242,57,14,6,,43,13,,334,298,287.1,403,311,237,145,154,1,"1,474","1,248",85,18,33,,40,,43,48,,,,,19,19,,389,275,1,862,407,82,,8,57,10,"1,351",14,
Manhattan,MAAC,45,"1,162",146,270,44,8,411,27,1,96,12,134,4,9,239,75,17,4,,42,13,,314,312,297.2,362,229,164,112,182,3,"1,405","1,229",53,6,35,,20,,23,42,1,,,,25,16,,318,358,,893,340,67,,6,57,12,"1,300",8,
Marist,MAAC,55,"1,459",258,390,66,10,602,42,1,143,32,233,16,12,275,81,14,5,,88,13,,372,400,353.1,395,276,228,179,251,6,"1,657","1,416",63,9,42,,45,,23,68,4,,,,23,16,,382,379,3,"1,060",409,53,,6,48,11,"1,522",22,
Marshall,C-USA,53,"1,366",325,439,89,2,757,75,,175,45,298,13,25,186,47,26,12,,37,4,,420,326,333.1,322,200,159,118,372,12,"1,486","1,300",50,6,36,,24,,28,70,,,,,25,15,,340,265,3,"1,000",374,61,,21,95,7,"1,435",13,
Maryland,Big Ten,52,"1,378",258,384,68,8,519,17,,143,41,203,16,23,237,81,6,3,,129,18,,414,327,346.2,363,202,159,126,264,5,"1,566","1,374",63,7,28,,26,,37,76,1,,,,15,14,,426,310,3,"1,040",441,55,,15,43,14,"1,536",9,
Massachusetts,Atlantic 10,51,"1,286",173,301,36,10,399,14,,167,31,147,12,22,275,66,16,4,,30,5,,351,353,329.2,414,278,227,168,244,4,"1,603","1,372",77,7,54,,34,,18,72,,,,,29,16,,273,444,,989,292,56,,8,56,8,"1,337",9,
McNeese,Southland,57,"1,438",303,411,76,15,595,26,4,190,53,254,26,20,214,60,24,8,1,138,27,,384,417,380.2,369,192,148,87,220,12,"1,619","1,487",61,9,39,,10,,22,61,,,,,15,8,,469,395,3,"1,142",494,65,,15,34,15,"1,701",29,
Memphis,AAC,54,"1,318",190,328,43,7,445,20,,128,21,169,13,34,255,73,16,7,,26,16,,373,359,338,491,361,269,178,187,,"1,753","1,477",81,7,55,,26,,59,56,4,,,,25,14,,364,395,3,"1,014",402,90,,13,71,19,"1,506",23,
Mercer,SoCon,56,"1,457",201,379,58,8,513,20,,159,41,183,8,33,293,79,18,10,,40,15,,369,407,361,436,335,306,128,198,2,"1,707","1,486",83,10,76,,32,,46,47,,,,,33,14,,331,520,1,"1,083",346,61,,4,60,16,"1,490",7,
Merrimack,NEC,42,"1,095",136,271,41,1,350,12,,105,20,122,4,16,225,61,5,,,43,10,,323,256,276.2,330,221,199,168,147,2,"1,343","1,124",71,6,23,,34,,26,44,4,,,,13,9,3,357,276,6,828,364,46,3,14,53,11,"1,238",4,
Miami (OH),MAC,55,"1,506",352,465,80,13,898,109,7,176,25,331,17,8,261,52,14,2,,59,9,,281,478,360.2,327,196,146,141,364,13,"1,598","1,394",57,8,31,,22,,39,89,,,,,18,6,,330,358,2,"1,081",354,52,,6,44,9,"1,487",13,
Michigan,Big Ten,52,"1,378",257,394,90,10,609,35,1,130,40,230,11,23,256,71,10,7,,55,14,,378,342,348.2,233,124,102,121,457,15,"1,440","1,258",23,1,37,,19,,37,123,6,,,,18,6,,200,368,5,"1,046",201,28,,8,48,12,"1,275",5,
Michigan St.,Big Ten,52,"1,339",188,347,60,7,496,25,1,131,23,169,17,37,245,67,24,11,,51,18,,308,454,350,299,171,119,91,370,11,"1,482","1,334",54,15,18,,12,,23,100,7,,,,23,11,,378,270,3,"1,050",379,53,,3,38,12,"1,482",9,
Middle Tenn.,C-USA,53,"1,378",155,338,52,4,446,16,,103,27,141,12,43,213,40,14,11,,50,9,,414,426,359,403,242,203,136,212,3,"1,652","1,426",67,14,50,,10,,40,49,1,,,,30,19,1,305,511,4,"1,077",326,60,1,5,74,10,"1,463",13,
Minnesota,Big Ten,51,"1,338",269,376,67,5,645,64,3,186,51,252,10,24,255,78,17,7,,35,1,,297,411,328.2,406,259,210,162,278,5,"1,552","1,330",74,7,49,,27,,26,74,2,,,,23,11,,314,340,5,986,366,41,,6,41,12,"1,393",22,
Mississippi State,SEC,57,"1,459",288,405,69,6,693,69,8,172,52,261,11,17,240,62,25,17,,21,6,,334,463,372.2,334,218,162,178,378,8,"1,697","1,439",53,7,48,,34,,46,93,,,,,21,13,,348,366,7,"1,118",353,71,,9,32,8,"1,542",12,
Mississippi Val.,SWAC,37,905,90,195,23,11,270,10,,64,13,75,5,27,170,45,6,2,,58,11,,307,223,237,293,190,143,66,109,3,"1,106",983,50,13,16,,25,,21,33,,,,,24,11,1,337,234,,711,357,56,1,8,46,11,"1,124",11,
Missouri,SEC,56,"1,486",284,415,60,9,748,85,7,171,32,253,11,13,308,79,13,6,,52,15,,336,413,374.1,336,182,157,135,335,11,"1,610","1,415",48,6,42,,31,,27,78,5,,,,23,8,2,335,408,3,"1,123",346,37,2,6,24,8,"1,506",19,
Missouri State,MVC,45,"1,144",186,287,52,6,468,39,,138,26,176,9,18,270,77,9,3,1,66,16,,298,292,305,297,162,137,100,257,7,"1,320","1,175",48,7,28,,3,,20,76,1,,,,19,6,,344,281,2,915,343,36,,3,40,8,"1,294",15,
Monmouth,MAAC,49,"1,226",120,256,49,3,350,13,1,119,32,104,6,22,309,100,12,4,,35,10,,295,358,317.2,404,273,195,156,223,2,"1,539","1,321",75,5,32,,44,,21,45,,,,,27,14,,383,295,,952,422,77,,12,63,25,"1,451",11,
Montana,Big Sky,47,"1,296",228,376,58,5,573,43,2,133,41,210,11,22,210,35,11,6,,23,3,,352,340,309.1,396,234,214,120,147,2,"1,470","1,268",48,12,38,,42,,42,42,,,,,27,13,,344,395,2,928,345,35,,16,38,7,"1,308",17,
Morehead St.,OVC,43,990,105,212,35,5,272,5,,79,36,88,4,16,262,69,12,7,,43,19,,254,252,254.2,362,276,203,159,155,2,"1,311","1,110",76,9,32,,28,,20,50,,,,,11,11,,272,293,1,764,291,67,,9,64,16,"1,122",11,
Morgan St.,MEAC,45,"1,186",243,328,73,19,502,21,,150,38,201,11,18,174,52,9,2,,99,22,,333,327,303.1,237,118,71,78,253,8,"1,254","1,128",35,7,15,,12,,17,49,2,,,,25,6,,303,312,3,911,334,58,,9,38,10,"1,303",11,
Mount St. Mary's,NEC,48,"1,180",165,276,50,7,415,25,2,122,45,148,6,26,270,82,5,1,,95,14,,308,329,311,326,172,138,64,134,8,"1,339","1,229",59,8,27,,12,,18,26,,,,,16,10,2,427,331,2,933,434,51,2,5,31,6,"1,418",25,1
Murray State,OVC,57,"1,471",268,417,87,11,652,42,1,152,47,235,16,21,256,57,16,5,,48,14,,352,444,380.1,275,122,80,66,351,19,"1,509","1,415",44,1,19,,8,,9,76,,,,,8,11,,417,345,5,"1,141",405,58,,7,32,10,"1,604",10,
N.C. A&T,Big South,48,"1,159",170,280,34,10,421,29,,105,22,152,8,17,345,83,7,2,,72,19,,262,266,301.2,372,301,217,206,187,1,"1,515","1,230",76,6,33,,83,,31,59,,,,,27,19,2,301,365,,905,341,78,2,10,110,11,"1,324",18,
N.C. Central,MEAC,48,"1,134",179,273,45,5,424,32,,124,28,165,3,3,286,69,24,14,,42,15,,230,318,284,428,395,296,242,177,,"1,594","1,274",82,15,44,,53,,41,49,,,,,23,14,,376,270,,852,385,87,,8,117,12,"1,324",11,
NC State,ACC,56,"1,381",285,359,62,1,669,82,,204,49,262,16,13,381,81,9,5,1,27,9,,221,420,362.1,368,243,198,129,321,10,"1,645","1,438",73,10,52,,45,,50,95,1,,,,22,6,,365,362,4,"1,087",377,64,,7,40,13,"1,528",14,
Nebraska,Big Ten,54,"1,486",335,468,83,10,796,75,2,171,25,311,10,10,225,63,22,16,,45,8,,348,415,354.1,351,180,142,146,283,8,"1,583","1,370",59,5,27,,22,,34,96,1,,,,26,7,,414,320,5,"1,062",422,45,,13,46,10,"1,529",26,
Nevada,Mountain West,52,"1,367",226,357,62,7,532,33,2,141,54,204,12,29,345,121,11,1,,92,18,,324,336,340.2,426,338,260,185,273,,"1,692","1,419",74,3,55,,45,,34,66,14,,,,32,22,,333,381,1,"1,022",338,75,,20,57,12,"1,435",14,
New Mexico,Mountain West,53,"1,401",225,379,57,9,592,46,22,178,14,209,19,22,283,82,12,5,,19,5,,331,405,348.1,407,287,202,140,281,3,"1,686","1,443",64,8,27,,26,,63,94,2,,,,27,12,1,385,350,4,"1,045",391,73,1,6,56,4,"1,509",13,
New Mexico St.,WAC,51,"1,355",266,416,54,4,676,66,,125,20,247,7,8,256,66,16,7,,40,12,,374,281,311,548,480,423,239,176,,"1,776","1,446",102,13,90,,67,,50,69,,,,,22,18,1,321,387,2,933,343,74,1,21,76,10,"1,350",16,
Niagara,MAAC,40,993,128,228,40,1,297,9,1,118,14,105,7,17,213,55,6,1,,31,9,,286,250,251,275,185,144,125,197,5,"1,196","1,000",37,4,16,,30,,37,58,,,,,26,8,,266,255,4,753,275,44,,19,54,17,"1,072",7,
Nicholls,Southland,50,"1,201",158,295,55,4,412,18,,123,27,146,10,23,285,68,13,5,,60,16,,298,321,304,460,335,266,153,130,1,"1,585","1,334",76,10,29,,14,,39,41,11,,,,38,20,1,405,344,4,912,393,72,1,7,100,13,"1,377",12,
NIU,MAC,45,"1,204",219,335,59,7,465,19,,148,12,179,14,29,199,50,7,,,86,20,,341,313,292.2,393,282,241,169,151,2,"1,489","1,241",71,12,54,,18,,43,41,9,,,,16,20,,329,359,2,878,316,55,,4,28,10,"1,249",14,
Norfolk St.,MEAC,57,"1,478",309,430,87,13,654,37,1,192,49,271,22,24,235,85,27,12,,110,26,,415,375,375.2,369,264,187,148,293,4,"1,708","1,493",73,12,27,,56,,30,76,,,,,25,12,,403,374,5,"1,127",443,103,,27,77,21,"1,673",19,
North Ala.,ASUN,56,"1,562",341,495,80,8,777,62,,172,27,303,16,22,193,38,16,7,,57,7,,433,418,367,381,218,196,132,262,7,"1,623","1,432",61,8,54,,9,,24,71,,,,,25,9,1,300,497,,"1,101",312,40,1,6,40,11,"1,453",18,
North Carolina,ACC,51,"1,268",202,340,64,11,489,21,1,121,40,179,12,19,231,37,19,4,,52,25,,365,323,325.1,373,260,247,146,252,7,"1,522","1,314",71,11,72,,22,,36,56,,,,,15,11,,317,361,4,976,332,45,,2,29,12,"1,353",19,1
North Dakota,Summit League,53,"1,366",116,307,54,6,391,6,,114,24,101,11,11,259,58,20,9,,31,11,,405,365,338,428,281,228,202,202,4,"1,659","1,401",64,14,34,,47,,29,57,4,,,,20,7,,499,247,2,"1,014",531,66,,5,45,22,"1,611",27,
North Dakota St.,Summit League,53,"1,429",269,390,96,7,590,30,,156,28,252,14,12,275,71,17,8,,29,11,,386,358,351.2,345,191,151,111,251,9,"1,568","1,393",59,6,18,,20,,32,64,2,,,,21,11,,463,310,1,"1,055",464,62,,3,29,8,"1,581",17,
North Florida,ASUN,59,"1,471",274,398,63,10,589,36,,161,26,244,19,45,173,58,20,10,,76,20,,445,459,396.2,329,148,99,114,336,18,"1,666","1,495",42,8,7,,16,,20,57,,,,,29,7,1,461,352,9,"1,190",461,64,1,1,63,12,"1,715",16,
North Texas,C-USA,48,"1,263",277,376,74,4,662,68,3,149,21,258,17,10,246,69,21,4,,55,15,,301,329,316.1,303,169,135,83,281,7,"1,366","1,243",57,6,28,,33,,19,72,1,,,,14,7,,393,249,7,949,387,45,,9,35,11,"1,381",12,
Northern Colo.,Big Sky,53,"1,389",236,400,59,12,552,23,1,122,48,212,15,40,220,45,13,3,,31,14,,404,368,339.1,458,301,228,140,311,3,"1,659","1,447",79,11,54,,13,,26,59,,,,,32,14,,290,379,3,"1,018",321,77,,9,61,12,"1,416",9,
Northern Ky.,Horizon,56,"1,441",173,329,59,6,478,26,,127,26,152,5,49,331,94,10,6,,38,10,,453,320,373.2,360,210,178,116,352,5,"1,637","1,457",64,14,44,,33,,27,74,,,,,30,7,,263,473,3,"1,121",269,51,,5,47,9,"1,441",8,
Northwestern,Big Ten,50,"1,343",325,400,62,7,674,66,8,174,51,287,14,8,247,62,8,1,,71,14,,319,349,330.2,264,149,119,119,380,13,"1,416","1,204",54,5,30,,23,1,57,88,,,,,25,11,,293,275,8,992,302,37,,5,32,15,"1,331",12,
Northwestern St.,Southland,51,"1,363",188,364,52,2,516,32,,125,21,175,9,35,225,48,21,11,,25,9,,330,440,347.2,283,162,126,150,386,9,"1,529","1,303",45,5,16,,35,,35,107,,,,,28,13,,309,319,7,"1,043",338,53,,23,70,14,"1,434",7,1
Notre Dame,ACC,49,"1,360",314,449,91,14,703,45,5,125,36,279,14,18,146,31,11,5,,71,12,,395,350,324.2,272,143,114,119,259,12,"1,398","1,219",33,2,23,,20,,25,49,1,,,,28,6,1,357,323,7,974,370,46,1,3,33,14,"1,390",12,
Oakland,Horizon,41,"1,094",159,280,59,6,420,23,,96,22,138,9,8,179,44,12,9,,20,9,,262,339,272.1,262,139,107,93,179,9,"1,209","1,064",42,4,12,,7,,24,59,,,,,23,5,,358,247,2,817,356,50,,7,36,5,"1,223",13,
Ohio,MAC,48,"1,336",241,367,72,11,623,54,1,149,36,213,13,7,271,72,11,2,,78,6,,272,413,325.2,429,255,211,124,191,3,"1,549","1,373",80,10,53,,26,,14,56,1,,,,25,13,,332,403,,977,359,68,,9,18,10,"1,404",17,
Ohio State,Big Ten,50,"1,335",247,388,63,12,616,47,3,95,33,226,11,28,214,53,9,3,,42,10,,364,369,332,284,161,137,148,381,10,"1,441","1,251",58,4,36,,38,,15,73,,,,,16,11,,214,371,4,996,224,41,,14,24,12,"1,261",8,
Oklahoma,Big 12,51,"1,251",463,459,59,8,909,125,2,228,45,437,19,9,129,24,18,9,1,53,15,,285,347,294,144,45,34,92,411,29,"1,133","1,005",29,2,7,,17,,22,58,,,,,11,3,,250,191,3,882,270,30,,4,12,8,"1,182",15,
Oklahoma State,Big 12,53,"1,371",281,401,49,4,644,62,,183,31,248,14,20,239,64,19,3,,53,11,,385,331,347.1,225,111,95,114,471,15,"1,411","1,257",26,2,30,,23,,26,91,,,,,12,2,,282,268,5,"1,042",282,27,,4,25,6,"1,351",12,
Ole Miss,SEC,56,"1,422",297,406,77,8,631,44,1,198,54,271,14,19,276,87,16,11,,53,9,,315,420,363.2,358,195,167,127,301,13,"1,617","1,424",58,5,46,,29,,50,79,1,,,,12,4,,342,413,7,"1,091",339,36,,6,28,8,"1,466",18,
Omaha,Summit League,46,"1,222",190,336,65,10,499,26,,109,44,168,8,9,239,61,16,7,,56,4,,334,294,308.1,228,110,99,163,373,16,"1,313","1,120",49,2,28,,17,,9,83,,,,,18,3,,227,293,5,925,236,24,,4,21,13,"1,185",8,
Oregon,Pac-12,48,"1,294",286,387,69,8,658,62,,112,25,256,14,10,192,58,12,4,,81,17,,362,319,310.1,285,184,170,101,306,7,"1,356","1,191",43,9,52,,25,,40,95,2,,,,17,7,,250,346,3,931,258,29,,3,22,12,"1,218",12,
Oregon State,Pac-12,52,"1,428",256,400,63,6,631,52,1,122,27,230,9,8,282,57,13,6,,35,12,,353,356,345.2,259,126,92,82,414,17,"1,430","1,291",34,5,27,,18,,33,96,,,,,20,4,,385,215,3,"1,037",383,48,,7,42,10,"1,468",5,
Pacific,WCC,49,"1,293",137,322,44,5,430,18,1,78,19,116,8,24,232,48,20,14,,40,14,,369,343,324.2,382,244,190,117,193,1,"1,548","1,330",69,15,26,,15,,55,58,,,,,33,12,,357,385,2,974,365,82,1,8,63,9,"1,421",13,
Penn,Ivy League,43,"1,130",159,285,43,3,415,27,1,128,26,140,7,12,231,51,6,1,,32,7,,256,344,272,380,254,215,131,139,3,"1,365","1,158",49,7,36,,13,,33,55,,,,,27,16,,317,330,2,816,328,42,,,62,11,"1,186",6,
Penn St.,Big Ten,54,"1,390",220,337,75,6,553,43,2,122,37,207,7,26,299,67,9,3,,35,8,,335,410,361.1,305,159,144,92,328,12,"1,517","1,348",49,2,39,,9,,38,75,1,,,,26,13,,299,425,,"1,084",313,41,,6,33,9,"1,438",10,
Pittsburgh,ACC,41,"1,008",138,251,35,8,395,31,,100,16,133,3,25,263,69,10,2,,39,14,,249,251,260.2,279,209,169,118,242,3,"1,214","1,050",62,6,34,,24,,23,78,2,,,,16,7,,244,264,2,782,263,41,,9,51,11,"1,086",7,
Portland St.,Big Sky,46,"1,207",225,332,45,8,492,33,,164,29,202,10,24,242,67,13,7,,56,12,,357,254,302.1,289,176,154,120,269,8,"1,339","1,158",49,11,35,,18,,27,75,,,,,19,15,,249,362,4,907,245,35,,5,45,5,"1,187",8,
Prairie View,SWAC,48,"1,231",216,340,59,7,506,31,4,179,12,196,10,39,256,82,19,4,,54,8,,362,292,309.1,426,301,251,150,198,1,"1,544","1,344",72,10,30,,25,,17,73,2,,,,16,16,1,283,405,3,928,299,77,1,13,79,14,"1,304",3,
Presbyterian,Big South,51,"1,293",245,384,70,4,603,47,1,126,17,227,16,26,283,70,15,12,,53,7,,299,330,332,259,143,107,133,401,15,"1,428","1,234",47,7,17,,15,,31,82,,,,,23,7,,209,359,4,996,220,45,,2,52,11,"1,261",5,
Princeton,Ivy League,44,"1,183",187,349,70,4,472,15,,82,13,162,10,24,188,45,12,3,,50,12,,327,314,295.1,242,144,126,167,353,8,"1,336","1,112",44,6,5,,52,,36,94,,,,,17,4,,263,237,5,886,284,43,,7,46,12,"1,213",7,
Providence,Big East,46,"1,191",183,280,52,3,443,35,2,147,28,167,3,9,251,76,15,10,,35,8,,303,324,307,308,183,141,112,324,3,"1,374","1,217",76,17,23,,23,,21,89,,,,,15,9,,303,263,5,919,311,51,,6,53,7,"1,281",8,
Purdue,Big Ten,55,"1,386",188,352,61,12,539,34,3,140,34,173,18,21,317,73,7,3,,26,7,,314,406,349,425,280,243,163,220,4,"1,660","1,435",61,12,43,,30,,27,59,13,,,,22,13,,410,375,5,"1,047",431,44,,9,79,11,"1,522",11,
