Team,Conference,G,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,CS,Picked,GO,FO,IP,HA,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,HR-A,CSO,WP,BK,HB,KL,IBB,CG,Inh Run,Inh Run Score,SHA,SFA,CIA,GO,FO,SV,PO,A,E,CI,PB,SBA,CSB,TC,IDP,TP
Howard,MEAC,48,"1,300",223,376,77,9,519,16,2,105,23,186,3,25,190,46,13,6,,77,16,,342,358,306.1,410,299,241,143,179,3,"1,532","1,321",81,20,28,,27,,27,32,2,,,,31,8,1,358,339,,919,370,71,2,15,126,12,"1,360",12,
Idaho St.,Big Sky,47,"1,194",152,292,55,4,421,22,3,113,18,135,8,48,221,60,15,10,,54,5,,376,317,310,395,245,188,150,244,2,"1,514","1,296",68,12,42,,25,,22,82,1,,,,35,11,,322,323,,930,341,71,,13,64,10,"1,342",7,
Illinois,Big Ten,58,"1,581",322,492,97,8,797,64,1,174,31,282,11,35,251,48,23,11,,46,16,,458,373,380.2,444,296,220,209,207,3,"1,837","1,563",82,6,74,,24,,28,58,9,,,,21,16,,376,505,,"1,142",390,75,,7,33,13,"1,607",30,
Illinois St.,MVC,51,"1,301",197,335,62,3,496,31,,152,30,188,7,35,277,59,17,8,,22,7,,318,379,321.1,375,246,194,144,262,7,"1,501","1,304",60,8,41,,21,,21,63,3,,,,25,7,,342,313,,964,373,60,,8,38,17,"1,397",19,
Indiana,Big Ten,57,"1,408",246,370,67,8,564,37,5,162,36,206,8,44,279,67,21,5,,141,38,,365,397,384.2,295,163,122,182,419,8,"1,649","1,404",53,5,36,,12,,9,81,3,,,,43,10,1,329,372,,"1,154",359,54,1,1,48,14,"1,567",8,
Indiana St.,MVC,54,"1,487",219,414,66,9,558,20,1,127,19,191,12,24,234,49,16,6,,87,9,,412,410,350.1,479,307,250,153,161,2,"1,725","1,479",90,13,43,,20,,42,36,1,,,,35,15,,396,441,,"1,050",421,65,,3,29,17,"1,536",24,
Iona,MAAC,46,"1,244",155,307,57,3,418,16,,111,17,144,3,11,258,77,17,12,,11,1,,314,332,306.1,286,166,114,82,254,7,"1,346","1,205",47,6,25,,22,,22,74,,,,,29,7,1,350,287,,919,367,72,1,3,36,10,"1,358",11,
Iowa,Big Ten,51,"1,240",137,267,37,14,377,15,1,104,29,124,12,34,266,48,11,3,,47,18,,361,340,327.2,357,234,188,146,294,5,"1,514","1,310",63,10,33,,23,,25,72,1,,,,20,12,1,318,333,,983,333,51,1,26,60,14,"1,367",15,
Iowa St.,Big 12,62,"1,657",248,444,101,10,709,48,6,142,34,228,12,40,277,69,15,10,,37,5,,437,504,424,424,248,197,161,224,9,"1,895","1,652",84,6,49,,23,,34,61,,,,,42,4,1,556,436,,"1,272",562,61,2,3,33,11,"1,895",32,
IUPUI,Horizon,56,"1,488",226,383,62,5,542,29,,151,35,199,11,26,226,66,17,5,,28,11,,432,430,360.2,498,347,295,131,134,4,"1,744","1,553",96,14,68,,21,,17,30,2,,,,24,18,1,366,540,,"1,082",380,71,1,6,83,13,"1,533",14,
Jackson St.,SWAC,47,"1,112",141,229,30,11,302,7,,145,42,116,3,27,266,66,11,5,,49,12,,336,250,284,408,292,225,114,140,,"1,445","1,276",75,12,26,,31,,25,32,,,,,21,8,1,397,278,,852,409,98,1,21,76,2,"1,359",8,1
Jacksonville,ASUN,50,"1,306",150,307,46,3,440,27,,121,31,133,8,29,323,89,11,6,,39,24,,302,378,344.1,373,214,172,110,262,4,"1,552","1,369",66,8,31,,29,,25,57,,,,,40,8,,387,346,,"1,033",410,68,,17,76,14,"1,511",8,
Jacksonville St.,OVC,51,"1,374",287,389,65,12,673,65,2,132,38,265,12,22,253,55,9,4,,61,8,,356,358,342,304,201,165,174,291,12,"1,577","1,319",47,9,25,,13,,53,60,1,,,,27,4,,374,328,,"1,026",376,61,,16,45,8,"1,463",15,
James Madison,CAA,61,"1,621",462,539,94,8,955,102,3,251,25,432,17,29,231,63,20,9,,37,13,,407,421,389,252,135,92,124,417,17,"1,599","1,422",33,5,40,,13,,36,119,,,,,14,3,,341,381,,"1,167",338,53,,11,24,5,"1,558",13,
Kansas,Big 12,51,"1,310",160,322,64,5,480,28,,115,26,149,3,24,237,43,16,13,,15,4,,387,358,333.2,374,268,236,231,190,5,"1,631","1,314",60,7,42,,39,,37,60,,,,,39,10,,395,361,,"1,001",422,58,,20,65,11,"1,481",25,
Kansas City,WAC,56,"1,521",269,426,84,12,645,37,2,150,26,241,7,15,248,76,22,9,,90,28,,459,353,372,407,244,175,143,283,8,"1,709","1,496",80,11,32,,33,,24,39,,,,,31,15,,381,402,,"1,116",425,85,,8,47,20,"1,626",14,
Kennesaw St.,ASUN,55,"1,445",220,391,75,9,583,33,,164,25,198,7,37,214,51,7,4,,69,15,,410,430,366.1,360,237,179,190,317,5,"1,720","1,427",62,5,33,,32,,55,108,,,,,33,15,,340,399,,"1,099",360,72,,10,60,11,"1,531",16,
Kent St.,MAC,54,"1,418",215,397,71,8,589,35,1,100,36,200,6,29,258,76,11,4,,18,5,,395,353,341.2,357,234,196,128,333,12,"1,544","1,355",57,4,53,,24,,31,69,,,,,20,10,,323,335,,"1,025",337,45,,11,55,9,"1,407",12,
Kentucky,SEC,60,"1,580",381,479,94,11,808,71,10,227,42,346,16,35,262,85,20,5,,63,16,,439,389,385.1,371,209,170,168,262,12,"1,724","1,502",68,9,48,,35,,34,77,,,,,12,8,,459,385,,"1,156",471,56,,1,39,4,"1,683",30,
La Salle,Atlantic 10,45,"1,165",157,281,52,3,429,30,,96,16,147,6,35,233,68,20,9,,21,4,,371,272,294.1,397,264,192,101,150,1,"1,434","1,254",70,11,32,,35,,39,44,,,,,21,17,2,334,357,,883,352,82,2,17,66,17,"1,317",16,
Lafayette,Patriot,49,"1,217",110,253,49,5,333,7,2,88,23,92,3,20,282,80,11,6,,21,11,,345,328,309.2,414,266,221,131,146,,"1,503","1,300",77,11,42,,13,,36,38,2,,,,25,11,,343,379,,938,364,57,,9,49,22,"1,359",23,
Lamar University,Southland,57,"1,437",155,339,45,7,413,5,1,136,32,125,15,46,231,78,21,8,,58,16,,457,435,381.1,420,244,163,154,179,4,"1,759","1,523",88,15,21,,19,,24,49,,,,,39,18,1,467,448,,"1,144",495,89,1,7,82,14,"1,728",20,
Lehigh,Patriot,55,"1,496",206,433,72,9,568,15,1,124,11,182,6,24,202,70,20,6,,58,17,,461,371,357.2,372,242,190,134,315,6,"1,623","1,415",70,10,34,,8,,36,114,3,,,,29,9,,317,405,,"1,073",331,53,,2,66,11,"1,457",11,
Liberty,ASUN,62,"1,587",260,438,74,12,617,27,6,152,37,224,12,31,236,50,20,8,,78,19,,485,419,410,325,130,94,102,342,19,"1,701","1,533",60,6,15,,23,,29,75,2,,,,29,7,1,405,452,,"1,230",413,62,1,10,44,7,"1,705",19,
Lipscomb,ASUN,58,"1,534",298,431,91,11,643,33,4,241,24,251,13,27,259,90,17,7,,106,15,,430,402,397,327,184,158,138,314,13,"1,676","1,477",60,8,34,,25,,18,88,6,,,,32,11,,363,474,,"1,191",378,53,,9,44,11,"1,622",11,
LIU,NEC,54,"1,492",263,443,63,11,603,25,1,131,35,229,9,20,184,46,14,6,,40,9,,466,359,358.1,368,187,161,151,188,9,"1,626","1,388",66,4,26,,26,,45,76,5,,,,36,6,,469,365,,"1,074",487,41,,7,24,14,"1,602",18,
LMU (CA),WCC,61,"1,592",245,436,94,3,644,36,2,170,35,222,14,49,268,64,13,8,,33,12,,437,465,423.2,413,206,146,103,316,12,"1,837","1,668",81,6,26,,20,,25,70,1,,,,31,9,1,487,429,,"1,271",470,91,1,13,29,9,"1,832",17,
Long Beach St.,Big West,50,"1,367",252,406,77,6,591,32,3,155,34,233,9,11,149,45,31,11,,25,8,,383,400,335,349,193,146,152,206,11,"1,548","1,329",47,7,16,,24,,36,73,1,,,,21,9,1,505,253,,"1,005",484,58,1,2,34,15,"1,547",17,1
Longwood,Big South,59,"1,555",280,420,71,13,637,40,3,141,25,251,14,25,225,69,16,5,,102,14,,378,504,391,342,220,173,201,252,6,"1,757","1,479",51,2,39,,45,,31,70,3,,,,34,10,2,421,450,,"1,173",458,75,2,9,57,16,"1,706",24,
Louisiana,Sun Belt,58,"1,466",387,484,87,9,763,58,2,219,29,338,24,22,174,52,19,10,,169,29,,434,362,374,235,101,79,97,418,20,"1,476","1,338",27,4,23,,16,,14,91,,,,,23,2,2,399,276,,"1,122",416,42,2,9,24,9,"1,580",17,
Louisiana Tech,C-USA,61,"1,575",370,480,83,9,719,46,,224,20,314,16,31,174,67,14,6,,120,20,,448,451,394,360,198,162,126,288,12,"1,731","1,501",71,3,44,,24,,66,65,3,,,,31,7,,396,466,,"1,180",416,48,,12,28,6,"1,644",13,
Louisville,ACC,58,"1,525",311,428,67,31,677,40,1,187,53,276,15,16,318,82,11,5,1,106,16,,406,353,380.2,351,229,178,212,325,11,"1,758","1,485",58,5,27,,37,,31,61,,,,,21,7,2,415,364,,"1,140",435,71,2,8,55,12,"1,646",25,
Loyola Chicago,MVC,50,"1,333",239,403,66,13,570,25,,115,26,214,11,26,195,46,16,2,,60,11,,375,353,323,358,206,168,129,177,9,"1,475","1,295",47,4,16,,11,,16,51,,,,,27,8,,485,263,,969,479,56,,3,43,17,"1,504",12,
LSU,SEC,62,"1,595",359,484,86,8,808,74,6,234,57,331,21,17,260,57,18,10,,75,6,,385,453,401,319,175,143,190,241,18,"1,752","1,476",43,2,35,,25,,35,86,1,,,,40,11,,474,459,,"1,203",461,51,,9,34,6,"1,715",15,
Maine,America East,41,"1,070",127,247,50,9,378,21,,100,7,115,10,13,277,49,12,5,,23,7,,265,270,268.2,327,212,167,105,158,1,"1,269","1,122",49,11,29,,23,,18,53,2,,,,19,5,,344,271,,805,348,63,,9,38,12,"1,216",12,
Manhattan,MAAC,50,"1,345",219,367,72,9,526,23,,200,31,202,10,14,246,81,15,6,1,36,4,,329,382,323.1,345,224,191,140,206,5,"1,465","1,270",80,10,29,,40,,18,64,2,,,,24,12,1,369,350,,970,392,42,1,15,51,9,"1,404",22,
Marist,MAAC,57,"1,527",242,410,80,8,602,32,,148,42,214,9,32,286,86,11,6,,83,25,,423,393,383.1,338,187,147,158,326,9,"1,649","1,448",60,11,32,,23,,11,94,2,,,,26,6,,397,381,,"1,150",424,52,,1,32,13,"1,626",20,
Marshall,C-USA,64,"1,606",339,439,83,13,785,79,5,220,74,312,14,25,247,61,17,9,,64,22,,446,462,411.2,377,201,169,162,286,16,"1,825","1,583",55,9,26,,24,,44,99,2,,,,26,7,2,488,420,,"1,235",470,65,2,6,63,9,"1,770",13,
Maryland,Big Ten,51,"1,333",216,384,61,10,540,25,,121,12,194,10,28,225,42,10,6,,41,11,,406,318,324.2,441,347,271,232,128,2,"1,691","1,373",77,7,37,,46,,33,35,,,,,29,24,,461,339,,974,469,69,,11,49,18,"1,512",15,
Massachusetts,Atlantic 10,48,"1,339",223,394,53,12,510,13,2,156,39,208,15,21,215,53,10,1,,27,14,,385,340,323.2,376,185,140,92,212,4,"1,461","1,323",60,10,27,,10,,14,39,,,,,24,8,,393,331,,971,380,52,,10,32,11,"1,403",12,
McNeese,Southland,65,"1,732",220,453,77,8,594,16,,137,34,187,13,44,266,66,27,11,,135,32,,474,532,459.2,432,215,166,151,218,8,"1,980","1,747",67,4,34,,17,,23,66,3,,,,48,11,,617,481,,"1,379",635,66,,9,24,22,"2,080",31,
Memphis,AAC,55,"1,401",220,354,62,12,542,34,,127,28,205,9,24,288,76,5,,,52,8,,361,387,351.1,356,254,203,230,234,7,"1,702","1,369",43,5,30,,36,,59,53,,,,,34,10,,401,366,,"1,054",414,65,,17,79,16,"1,533",21,
Mercer,SoCon,56,"1,477",284,411,62,8,567,26,,155,53,236,13,40,275,46,10,2,,66,15,,411,357,368.1,430,291,240,143,188,4,"1,729","1,500",69,11,75,,24,,35,52,,,,,38,13,,346,537,,"1,105",340,73,,5,49,9,"1,518",9,
Miami (OH),MAC,51,"1,386",220,381,75,10,608,44,5,109,27,207,11,35,250,66,15,7,,21,5,,393,352,354.1,318,150,129,113,402,11,"1,526","1,369",37,3,24,,24,,23,99,1,,,,17,4,,386,249,,"1,063",391,42,,11,58,8,"1,496",10,
Michigan,Big Ten,58,"1,582",354,496,90,6,766,56,3,192,61,327,22,32,195,55,14,6,,66,11,,451,435,388.1,290,127,111,107,424,16,"1,600","1,420",34,5,33,,24,,42,109,3,,,,26,5,,317,394,,"1,164",324,33,,5,29,11,"1,521",13,
Michigan St.,Big Ten,50,"1,280",244,347,65,10,564,44,1,191,20,224,19,21,303,78,10,6,,45,10,,300,335,315,503,340,262,145,144,3,"1,621","1,420",113,14,57,,32,,27,34,11,,,,19,10,,418,332,,945,434,68,,5,53,17,"1,447",11,
Middle Tenn.,C-USA,59,"1,551",213,409,59,7,566,28,4,161,23,192,8,58,216,63,13,8,,73,10,,462,492,399.2,451,263,218,153,221,7,"1,841","1,604",83,12,48,,31,,38,52,2,,,,33,13,,394,530,,"1,199",414,72,,9,62,15,"1,685",15,
Minnesota,Big Ten,60,"1,543",323,438,87,12,765,72,3,225,20,291,12,42,317,95,11,6,,41,9,,374,421,398,283,123,95,118,476,20,"1,628","1,464",50,7,19,,34,,27,94,,,,,17,2,,468,226,,"1,194",458,41,,11,20,13,"1,693",10,
Mississippi St.,SEC,58,"1,542",300,456,56,9,746,72,3,128,48,284,14,14,218,49,23,12,,42,5,,404,444,381.2,342,248,183,242,308,8,"1,778","1,457",59,13,50,,26,,40,82,,,,,29,10,,352,443,,"1,145",371,65,,13,32,12,"1,581",17,
Mississippi Val.,SWAC,39,996,121,238,41,5,325,12,,92,7,113,8,18,159,36,11,3,,18,4,,308,272,243,328,259,196,182,96,1,"1,268","1,013",64,19,19,,31,,23,31,1,,,,34,15,1,300,294,,729,313,60,1,14,107,10,"1,102",11,
Missouri,SEC,60,"1,573",313,447,87,6,738,64,3,190,32,282,13,30,243,63,22,6,,75,18,,423,418,390.2,383,239,185,176,277,13,"1,755","1,516",54,8,52,,22,,25,72,2,,,,27,10,1,460,369,,"1,172",493,62,1,5,25,12,"1,727",22,
Missouri St.,MVC,51,"1,349",208,373,48,11,491,16,1,155,21,175,14,27,265,62,14,4,,52,14,,370,331,338.1,333,186,144,113,246,5,"1,485","1,320",48,7,31,,15,,19,61,4,,,,29,4,,434,296,,"1,015",450,51,,7,67,11,"1,516",17,
Monmouth,MAAC,54,"1,415",223,386,68,14,590,36,1,113,22,199,16,9,287,98,9,2,,53,6,,289,432,353,295,138,114,83,271,14,"1,460","1,326",49,5,13,,23,,27,64,,,,,21,3,,426,315,,"1,059",457,40,,4,34,15,"1,556",16,
Montana,Big Sky,56,"1,528",248,436,86,17,658,34,,140,34,225,5,44,266,72,18,12,,15,6,,455,350,369.2,464,283,219,123,274,2,"1,739","1,540",89,17,32,,23,,26,77,1,,,,35,14,1,411,378,,"1,109",418,78,1,5,51,14,"1,605",14,
Morehead St.,OVC,45,"1,001",104,197,32,5,293,18,,82,34,79,4,24,225,58,10,4,,46,12,,299,262,256,499,428,359,151,85,1,"1,475","1,249",87,12,81,,37,,38,24,,,,,15,22,,277,366,,768,299,78,,16,77,11,"1,145",5,
Morgan St.,MEAC,46,"1,142",232,315,54,10,440,17,3,150,11,195,18,34,188,58,16,3,,73,13,,332,305,288,380,251,194,130,136,7,"1,412","1,220",63,4,27,,12,,17,36,5,,,,24,20,,312,372,,863,341,76,1,14,63,10,"1,280",16,
Mount St. Mary's,NEC,54,"1,475",275,443,81,9,653,37,5,125,31,236,5,30,203,70,16,5,,59,11,,417,381,341.1,409,235,171,117,168,4,"1,575","1,401",64,8,25,,19,,20,56,,,,,26,11,,420,378,,"1,024",439,76,,12,59,15,"1,539",21,
Murray St.,OVC,53,"1,398",227,373,62,3,522,27,2,150,19,206,10,32,231,53,7,3,,51,10,,397,400,351.1,384,233,180,109,221,9,"1,576","1,405",59,6,51,,11,,24,67,1,,,,23,15,,368,422,,"1,054",385,58,,5,36,13,"1,497",15,
N.C. A&T,MEAC,40,984,119,238,38,,297,7,,76,29,101,4,14,157,32,19,9,,24,13,,310,256,242,318,241,184,104,141,4,"1,207","1,056",61,14,25,,11,,21,45,,,,,16,9,1,312,230,,726,336,91,1,10,85,12,"1,153",12,
N.C. Central,MEAC,49,"1,247",198,328,39,6,442,21,,100,28,171,9,16,172,37,17,5,,92,18,,366,342,309,328,231,182,114,180,6,"1,416","1,218",62,9,17,,14,,37,43,3,,,,33,14,,370,343,,927,376,57,,10,61,7,"1,360",11,
NC State,ACC,58,"1,426",229,328,49,10,586,63,1,189,45,206,5,18,417,89,13,6,,60,10,,298,380,379.2,354,235,187,194,339,7,"1,757","1,475",44,8,46,,61,,56,82,4,,,,12,20,,350,405,,"1,139",365,67,,35,61,12,"1,571",24,
Nebraska,Big Ten,52,"1,342",254,358,78,11,590,44,7,184,31,231,13,16,280,88,19,9,,75,16,,358,324,328.2,386,276,216,185,250,3,"1,600","1,354",76,9,44,,17,,22,80,1,,,,29,10,,381,320,,986,376,77,,2,28,11,"1,439",18,
Nevada,Mountain West,56,"1,496",260,420,88,7,642,40,3,165,25,246,7,24,248,53,18,8,,20,9,,403,421,362.2,395,234,195,137,302,8,"1,653","1,443",70,3,52,,12,,27,105,,,,,34,11,1,367,383,,"1,088",386,49,1,1,47,6,"1,523",11,
New Mexico,Mountain West,53,"1,281",189,296,56,8,470,34,2,179,20,176,7,5,400,130,19,15,,10,3,,227,343,317.1,453,375,302,205,197,3,"1,664","1,393",82,13,82,,38,,30,45,,,,,25,10,1,316,410,,952,321,76,1,16,47,14,"1,349",6,
New Mexico St.,WAC,55,"1,427",287,411,74,5,705,70,2,164,35,258,11,14,257,53,26,12,,48,15,,353,391,362,393,225,177,134,329,10,"1,646","1,431",67,13,44,,7,,43,82,2,,,,26,12,,348,362,,"1,086",357,55,,8,17,6,"1,498",20,
Niagara,MAAC,50,"1,264",160,298,59,2,427,22,,134,19,139,6,37,251,64,19,10,,18,3,,403,306,320,366,228,186,152,264,3,"1,517","1,301",68,8,26,,15,,32,83,,,,,27,5,,318,331,,960,344,69,,3,69,23,"1,373",9,
Nicholls,Southland,56,"1,436",230,384,58,10,567,35,2,122,27,199,17,48,213,67,12,6,,37,12,,422,424,372.2,341,151,119,106,246,13,"1,581","1,418",51,5,32,,11,,16,38,,,,,34,6,1,353,480,,"1,118",374,51,1,1,54,17,"1,543",11,
Norfolk St.,MEAC,45,"1,206",200,326,54,4,466,26,,114,29,175,10,17,159,51,18,5,,90,14,,294,392,304.1,335,178,116,75,155,8,"1,353","1,221",43,7,17,,17,,18,46,,,,,27,12,,401,310,,913,435,80,,8,46,14,"1,428",19,
North Ala.,ASUN,46,"1,247",159,336,40,9,448,18,1,83,40,135,8,35,215,58,13,8,,38,7,,384,314,313.1,233,138,110,139,279,11,"1,331","1,143",47,7,21,,12,,27,71,1,,,,17,5,,291,335,,938,285,34,,5,56,18,"1,257",9,
North Carolina,ACC,58,"1,459",274,412,45,17,581,30,5,205,31,242,15,22,215,57,18,9,,124,40,,455,357,381,345,185,157,136,319,15,"1,664","1,460",56,7,43,,11,,37,89,1,,,,24,7,,464,319,,"1,143",456,46,,17,35,13,"1,645",20,
North Dakota,Summit League,56,"1,517",212,380,65,12,529,20,1,146,38,188,11,17,307,74,12,2,,37,12,,434,364,368.1,448,286,214,180,222,,"1,773","1,515",74,14,19,,29,,33,70,4,,,,35,10,,572,250,,"1,105",589,76,,10,66,17,"1,770",23,
North Dakota St.,Summit League,58,"1,522",299,462,62,9,686,48,,150,11,270,8,56,228,68,20,8,,59,16,,444,389,384.2,335,159,141,140,308,20,"1,666","1,466",48,5,17,,7,,32,103,2,,,,20,8,,465,354,,"1,154",445,41,,9,41,9,"1,640",5,
North Florida,ASUN,54,"1,406",199,392,52,12,540,24,2,107,35,187,9,29,231,56,23,8,,54,17,,396,382,356,352,182,144,117,238,8,"1,593","1,367",60,9,15,,14,,60,70,1,,,,43,6,,465,314,,"1,068",477,57,,10,45,15,"1,602",25,
North Texas,C-USA,54,"1,391",279,384,78,7,587,37,1,207,45,257,11,26,255,82,6,3,,66,10,,358,394,352,329,193,138,114,227,9,"1,529","1,366",53,7,34,,15,,19,64,2,,,,24,6,,375,412,,"1,056",384,62,,6,29,7,"1,502",21,
Northern Colo.,Big Sky,53,"1,335",170,313,56,8,436,17,,126,26,152,6,40,272,73,11,8,,32,16,,440,316,340,556,339,277,103,161,2,"1,709","1,529",112,17,51,,23,,21,44,1,,,,37,17,2,405,409,,"1,020",421,60,2,4,47,9,"1,501",17,
Northern Ill.,MAC,52,"1,358",244,392,79,8,577,30,2,159,33,206,5,35,258,80,13,4,,102,29,,371,322,341.1,391,231,186,156,192,8,"1,588","1,378",69,14,32,,17,,19,59,3,,,,29,6,,510,272,,"1,021",516,53,,8,32,9,"1,590",21,
Northern Ky.,Horizon,55,"1,522",182,385,57,6,496,14,1,140,18,160,8,39,272,71,13,6,,39,4,,494,356,381,454,241,199,110,163,5,"1,742","1,549",61,6,40,,27,,30,54,1,,,,45,7,1,479,451,,"1,143",486,71,1,9,37,7,"1,700",23,
Northwestern,Big Ten,60,"1,512",314,402,80,9,671,57,4,262,41,284,8,21,332,97,14,9,,46,16,,364,393,398.1,272,136,111,123,464,17,"1,626","1,425",53,11,40,,20,,53,122,1,,,,18,7,,330,356,,"1,195",328,41,,9,35,13,"1,564",9,
Northwestern St.,Southland,57,"1,475",220,385,61,10,571,35,1,171,39,202,14,38,244,84,16,7,,59,8,,331,509,374,375,203,151,136,226,9,"1,677","1,465",70,5,26,,14,,33,70,,,,,37,6,,399,461,,"1,122",419,55,,6,44,14,"1,596",12,
Notre Dame,ACC,55,"1,466",330,484,71,6,720,51,2,172,42,302,15,32,166,37,27,20,,90,13,,419,387,352.2,312,182,135,175,276,11,"1,561","1,341",47,12,27,,16,,20,75,,,,,22,3,,419,318,,"1,058",447,51,,3,52,9,"1,556",24,1
Oakland,Horizon,51,"1,446",240,422,70,12,582,22,,149,34,208,9,41,220,51,11,8,,36,10,,419,372,338,479,327,260,143,212,2,"1,691","1,485",84,7,55,,44,,18,55,5,,,,28,17,,295,482,,"1,013",321,64,,15,52,5,"1,398",11,
Ohio,MAC,55,"1,533",299,453,64,14,749,68,7,169,44,269,10,31,229,53,11,4,,52,11,,438,390,365.1,348,223,172,158,286,4,"1,666","1,436",64,7,47,,15,,41,72,,,,,24,7,,289,492,,"1,096",297,66,,9,44,10,"1,459",8,
Ohio St.,Big Ten,53,"1,454",270,430,75,11,698,57,6,153,36,251,10,20,209,56,21,14,,63,8,,383,409,351.1,278,155,115,208,285,14,"1,547","1,276",40,3,23,,60,,28,48,,,,,27,8,,432,269,,"1,054",453,51,,5,29,25,"1,558",29,
Oklahoma,Big 12,63,"1,640",460,564,101,19,"1,048",115,1,234,52,430,26,32,192,48,30,18,,61,13,,405,484,399.1,219,89,80,88,572,28,"1,510","1,387",34,4,32,,14,,14,121,1,,,,20,1,,250,346,,"1,198",272,24,,5,6,11,"1,494",16,
Oklahoma St.,Big 12,62,"1,610",356,459,96,6,813,82,2,237,30,327,13,20,365,89,19,10,,57,5,,355,427,404,377,182,159,163,232,12,"1,777","1,555",46,5,32,,23,,37,57,,,,,14,8,,568,347,,"1,211",578,53,,2,32,15,"1,842",38,
Ole Miss,SEC,61,"1,568",316,430,67,23,663,40,,166,65,284,18,19,294,81,16,4,,128,28,,424,402,404,373,170,132,92,360,14,"1,711","1,565",44,4,26,,23,,26,92,3,,,,21,7,,491,311,,"1,212",502,75,,8,12,13,"1,789",24,
Omaha,Summit League,47,"1,157",119,249,52,1,360,19,2,101,27,108,6,21,249,76,21,5,,19,6,,355,305,295.1,438,357,287,215,132,,"1,570","1,280",78,16,60,,39,,35,49,2,,,,25,15,,358,340,,886,379,60,,13,51,19,"1,325",20,
Oregon,Pac-12,52,"1,311",225,347,55,5,538,42,,195,20,202,13,20,265,80,18,10,,48,14,,367,325,332.1,376,285,242,197,289,5,"1,598","1,323",74,9,61,,65,,41,77,3,,,,26,11,,265,399,,997,298,42,,14,30,17,"1,337",11,
Oregon St.,Pac-12,45,"1,165",183,300,53,5,444,27,1,109,26,159,8,13,182,44,12,5,,52,8,,374,289,291.1,305,184,147,126,291,9,"1,358","1,182",55,3,31,,10,1,20,94,,,,,20,8,1,335,224,,874,327,72,1,14,38,3,"1,273",15,
Pacific,WCC,49,"1,194",148,291,51,6,411,19,,117,19,132,11,20,202,65,20,5,,25,6,,371,325,314,369,263,190,188,235,6,"1,561","1,287",77,10,28,,31,,37,66,,,,,40,7,2,406,266,,942,405,79,2,12,54,7,"1,426",16,
Penn,Ivy League,39,"1,067",184,342,58,6,478,22,,108,16,163,13,16,124,38,19,,,43,11,,295,304,257.2,231,146,116,116,163,7,"1,148",977,31,3,25,,17,,18,52,2,,,,22,14,1,273,305,,773,285,45,1,4,54,9,"1,103",8,
Penn St.,Big Ten,56,"1,401",220,366,67,9,598,49,,141,31,196,9,37,254,75,22,8,,39,14,,390,396,362.2,387,253,182,120,310,6,"1,669","1,478",63,11,38,,28,,16,52,1,,,,41,13,1,327,424,,"1,088",322,87,1,18,56,8,"1,497",8,
Pittsburgh,ACC,54,"1,362",192,332,42,4,547,55,,163,33,183,7,28,276,76,20,12,,38,11,,383,370,345.1,489,384,305,231,135,3,"1,793","1,470",78,19,66,,33,,39,41,,,,,33,19,1,416,416,,"1,036",426,68,1,8,72,13,"1,530",25,1
Portland St.,Big Sky,51,"1,447",221,423,80,10,598,25,,126,20,203,8,48,173,41,10,2,,26,9,,472,381,343.2,415,259,214,119,172,3,"1,581","1,380",103,15,29,,29,,22,59,,,,,44,15,1,363,452,,"1,031",373,48,1,8,46,11,"1,452",17,
Prairie View,SWAC,47,"1,252",258,380,55,10,539,28,1,161,36,232,10,48,207,53,19,4,,67,14,,366,287,307.1,296,179,148,127,180,5,"1,372","1,186",54,13,29,,4,,22,42,4,,,,22,15,,291,408,,919,312,53,,4,67,11,"1,284",11,
Presbyterian,Big South,53,"1,385",173,351,42,3,444,15,,125,13,143,15,26,263,80,13,2,,75,10,,386,358,331,409,322,263,197,114,,"1,660","1,368",67,10,49,,31,,40,25,,,,,35,20,,411,437,,993,421,72,,6,104,10,"1,486",11,
Princeton,Ivy League,41,992,151,273,38,4,346,9,,98,23,130,9,32,157,55,14,2,,48,15,,338,224,248.2,309,234,188,130,155,7,"1,207","1,014",53,4,37,,36,,16,43,,,,,29,18,,215,347,,746,224,40,,4,34,16,"1,010",6,
Providence,Big East,52,"1,403",194,355,68,6,522,29,1,132,22,172,13,18,239,67,9,3,,43,7,,367,417,353.2,342,167,134,110,244,7,"1,559","1,371",65,6,28,,14,,33,75,2,,,,37,8,,446,328,,"1,061",450,66,,6,38,5,"1,577",18,
Purdue,Big Ten,63,"1,662",300,469,75,9,685,41,2,212,52,265,20,11,274,74,35,9,,32,11,,452,448,412.1,442,281,235,232,292,3,"1,942","1,640",101,11,36,,48,,24,69,3,,,,34,12,,488,414,,"1,237",492,61,,24,85,15,"1,790",18,
Purdue Fort Wayne,Summit League,49,"1,243",133,298,49,2,390,13,,119,30,114,3,40,285,71,11,4,,32,11,,316,358,315.2,347,279,203,262,133,,"1,579","1,252",44,11,35,,49,,22,52,,,,,29,14,,421,335,,947,443,75,,6,54,21,"1,465",24,
Quinnipiac,MAAC,50,"1,273",165,292,58,6,395,11,,153,21,150,4,28,234,70,10,8,,39,11,,324,415,328.1,359,223,181,188,165,8,"1,554","1,316",82,12,22,,35,,22,49,,,,,22,6,,365,407,,985,369,58,,20,58,13,"1,412",13,
