Team,Conference,G,AB,R,H,2B,3B,TB,HR,IBB,BB,HBP,RBI,SF,SH,K,KL,DP,GDP,TP,SB,CS,Picked,GO,FO,IP,HA,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,HR-A,CSO,WP,BK,HB,KL,IBB,CG,Inh Run,Inh Run Score,SHA,SFA,CIA,GO,FO,SV,PO,A,E,CI,PB,SBA,CSB,TC,IDP,TP
Robert Morris,Horizon,44,"1,213",210,323,64,5,487,30,,124,24,179,13,17,214,70,8,5,,34,6,,333,324,295,310,200,155,127,226,3,"1,350","1,175",68,7,30,,37,,16,59,1,,,,24,8,,387,241,3,885,380,58,,11,55,6,"1,323",11,
Rutgers,Big Ten,44,"1,053",111,218,38,6,313,15,2,79,35,101,5,13,237,53,10,5,,20,15,,284,304,275,374,301,263,175,160,,"1,428","1,151",60,10,56,,12,,61,43,9,,,,24,15,1,246,374,1,825,284,41,2,5,95,21,"1,150",12,
Sacramento St.,Big Sky,42,"1,048",122,244,33,4,369,28,7,96,19,113,6,18,213,45,21,13,,32,12,,313,261,271.1,348,209,188,68,122,5,"1,275","1,124",66,9,30,,10,,43,43,,,,,22,18,,281,380,1,814,295,37,,2,36,10,"1,146",11,
Sacred Heart,NEC,38,"1,000",152,240,40,2,401,39,4,123,17,144,3,15,219,53,3,2,,12,2,,274,269,254.2,304,188,167,103,163,1,"1,198","1,036",59,8,28,,19,,25,48,1,,,,28,6,,307,264,5,764,304,36,,6,45,6,"1,104",6,
Saint Francis (PA),NEC,50,"1,296",282,395,59,6,580,38,,125,66,258,15,26,218,71,14,7,,69,12,,312,374,327.2,211,97,69,93,321,19,"1,315","1,166",31,4,12,,11,,21,94,,,,,27,8,,448,186,3,983,430,46,,4,30,4,"1,459",13,
Saint Joseph's,Atlantic 10,46,"1,247",261,394,62,10,593,39,,115,26,247,11,10,192,47,11,,,54,11,,301,327,285.2,337,192,156,118,176,9,"1,347","1,185",65,3,22,,19,,25,62,,,,,12,7,,384,260,2,857,392,48,,4,25,10,"1,297",7,
Saint Louis,Atlantic 10,46,"1,220",193,337,58,16,505,26,5,107,24,179,12,16,255,56,12,3,,40,8,,297,325,306.1,392,256,213,147,180,4,"1,465","1,257",64,1,43,,45,,24,52,,,,,24,13,,370,313,3,920,405,48,,5,66,16,"1,373",15,
Saint Mary's (CA),WCC,37,942,126,223,35,4,290,8,,79,30,112,10,20,213,51,10,3,,31,8,,265,231,245.2,266,175,137,151,209,3,"1,183",988,35,7,19,,12,,19,56,2,,,,21,3,1,270,229,4,737,272,44,1,6,63,2,"1,053",20,
Saint Peter's,MAAC,30,756,85,164,21,2,210,7,,42,12,73,4,19,138,27,4,1,,25,10,,244,208,193.2,297,216,182,103,85,,"1,010",856,46,4,26,,28,1,20,24,3,,,,17,14,,176,296,1,581,184,45,,6,33,11,810,3,
Sam Houston,Southland,50,"1,250",167,306,38,6,428,24,,108,43,143,7,28,206,35,14,5,,60,10,,415,318,318.1,353,280,239,198,201,6,"1,560","1,274",72,5,49,,46,,43,51,,,,,34,11,,321,399,2,955,348,59,,5,49,13,"1,362",12,
Samford,SoCon,45,"1,215",147,311,54,1,445,26,,93,23,137,10,16,223,43,9,4,,20,7,,344,323,301.1,315,189,160,112,214,5,"1,367","1,186",53,9,32,,7,,44,48,,,,,20,5,,373,268,4,904,402,48,,5,32,13,"1,354",25,1
San Diego,WCC,41,999,82,227,28,6,279,4,,50,15,72,5,38,203,51,9,3,,43,11,,295,290,274,286,161,116,92,175,6,"1,231","1,083",39,13,14,,26,,18,46,,,,,28,9,1,333,286,,822,330,47,1,9,78,5,"1,199",11,
San Diego St.,Mountain West,44,"1,194",195,322,52,7,481,31,2,129,33,174,7,23,203,52,10,5,,66,20,,351,293,300.2,297,154,136,96,210,11,"1,315","1,159",48,7,33,,16,,26,61,2,,,,20,14,,321,340,3,902,320,34,,5,45,4,"1,256",16,
San Jose St.,Mountain West,32,810,88,175,27,7,246,10,,97,10,81,9,23,207,53,13,5,,11,4,,236,200,210,296,186,156,65,81,1,"1,023",894,62,22,18,,17,,28,30,,,,,22,14,,215,310,,630,229,37,,12,65,10,896,4,
Santa Clara,WCC,28,654,75,154,22,5,198,4,,47,16,62,5,24,139,32,6,1,,32,7,,211,164,172,248,182,153,86,32,2,869,726,48,10,18,,18,,13,9,,,,,25,19,,192,269,3,516,196,30,,1,39,7,742,5,
Seattle U,WAC,51,"1,339",222,393,63,13,572,30,3,137,34,203,13,20,238,77,11,4,,49,17,,323,384,331.2,362,188,156,123,259,5,"1,521","1,340",51,7,40,,7,,32,79,,,,,20,6,,369,338,5,995,338,50,,4,37,4,"1,383",12,
Seton Hall,Big East,32,830,116,211,59,2,325,17,2,86,11,104,8,5,151,38,9,4,,21,7,,239,220,205.2,268,177,145,92,161,2,"1,018",876,68,4,27,,11,,32,48,,,,,10,8,,232,203,,617,215,33,,4,50,9,865,5,
SFA,Southland,47,"1,256",253,375,67,3,574,42,1,115,56,228,6,32,184,44,13,6,,27,10,,348,337,311,244,106,91,134,322,16,"1,314","1,132",32,3,12,,10,,19,97,,,,,26,3,,275,299,3,933,294,25,,2,45,14,"1,252",12,
Siena,MAAC,34,935,148,256,33,1,333,14,1,109,25,136,5,18,124,29,19,8,,17,4,,262,287,235,234,115,98,96,171,3,"1,077",932,35,3,14,,5,,25,44,,,,,19,4,1,251,262,9,705,263,42,1,5,36,4,"1,010",7,
SIUE,OVC,39,"1,065",166,304,44,7,422,20,1,81,18,147,16,24,167,40,13,4,,64,12,,291,306,267.1,276,157,142,123,195,2,"1,223","1,052",46,11,25,,10,,23,48,,,,,15,9,,264,316,3,798,269,40,1,1,43,8,"1,107",10,
South Alabama,Sun Belt,52,"1,358",201,363,59,6,542,36,,139,20,188,8,34,341,82,16,8,,32,6,,318,341,351.2,299,179,149,144,334,9,"1,529","1,317",33,3,44,,11,,36,91,1,,,,21,10,1,267,413,5,"1,052",284,48,1,7,59,10,"1,384",14,
South Carolina,SEC,52,"1,338",270,388,65,9,576,35,5,163,64,240,16,14,263,60,11,6,,40,7,,357,326,328.2,349,215,176,176,171,5,"1,526","1,285",65,4,40,,32,,27,62,4,,,,23,15,,395,373,1,986,394,45,,10,34,9,"1,425",22,
South Carolina St.,MEAC,31,722,62,146,16,8,199,7,,40,16,58,8,17,153,41,9,3,,15,4,,226,197,186.2,295,213,170,74,47,1,950,831,63,30,18,,9,,12,9,,,,,16,16,1,228,257,,560,228,43,1,9,81,4,831,7,
South Dakota,Summit League,51,"1,310",181,318,49,13,426,11,,124,12,154,10,11,238,55,14,6,,35,10,,360,359,312.2,513,356,266,145,113,1,"1,647","1,426",75,15,35,,28,,34,31,,,,,27,15,,385,389,2,938,390,96,,7,97,11,"1,424",18,
South Dakota St.,Summit League,51,"1,418",321,449,76,25,794,73,3,149,30,294,11,5,250,65,12,2,,48,4,,353,343,340,233,104,91,122,308,15,"1,395","1,236",37,8,25,,14,,16,69,,,,,13,7,1,320,365,4,"1,020",319,31,1,5,22,7,"1,370",13,
South Fla.,AAC,50,"1,210",183,285,41,8,405,21,1,133,31,152,11,29,222,57,14,2,,91,8,,356,348,332,256,149,123,129,360,17,"1,431","1,227",32,4,31,,24,,45,98,8,,,,21,8,1,268,336,3,996,275,46,1,11,46,8,"1,317",19,
Southeast Mo. St.,OVC,47,"1,244",223,359,55,7,590,54,,141,23,204,8,15,237,52,12,5,,59,23,,318,306,306.2,248,139,122,88,285,12,"1,303","1,160",44,2,34,,15,,30,69,2,,,,13,12,,266,353,8,920,249,44,,4,47,6,"1,213",9,
Southeastern La.,Southland,51,"1,311",248,379,46,11,495,16,,156,28,191,6,49,255,69,10,5,,151,22,,407,261,334,352,238,181,186,280,6,"1,594","1,345",69,7,19,,38,,25,65,1,,,,23,15,,292,405,6,"1,002",275,78,,8,76,8,"1,355",4,
Southern Ill.,MVC,53,"1,339",236,340,44,5,484,30,,223,61,207,9,22,274,93,13,4,1,77,17,,371,337,356.1,322,122,108,101,326,10,"1,504","1,344",52,3,23,,12,,27,73,,,,,27,5,,398,295,3,"1,069",382,38,,4,21,9,"1,489",23,
Southern Miss.,C-USA,53,"1,378",178,320,50,5,491,37,1,167,23,161,12,10,303,73,21,12,,68,8,,315,422,355.1,361,177,148,157,308,9,"1,609","1,402",55,4,18,,27,,24,90,,,,,18,8,,419,297,5,"1,066",425,55,,6,50,14,"1,546",18,
Southern U.,SWAC,38,908,139,224,27,5,270,3,,93,26,119,11,20,178,51,3,2,,54,17,,264,232,231.2,317,224,180,107,117,2,"1,139",979,48,9,29,,12,,14,30,,,,,24,15,,310,233,1,695,319,48,,3,106,5,"1,062",8,
Southern Utah,Big Sky,50,"1,280",259,362,73,2,619,60,1,132,66,248,9,12,295,84,20,9,,10,7,,246,362,306.1,461,345,279,169,162,3,"1,578","1,347",75,5,55,,23,,32,36,4,,,,20,10,,361,334,4,919,381,79,,7,48,12,"1,379",24,
St. Bonaventure,Atlantic 10,28,695,69,149,26,3,214,11,,54,7,61,2,10,233,61,4,1,,14,5,,180,124,172.1,272,186,146,66,114,,881,776,50,7,30,,19,,8,25,1,,,,14,16,,194,185,1,517,203,55,1,8,46,9,775,5,
St. John's (NY),Big East,31,795,124,211,41,7,329,21,,65,33,107,9,8,158,36,7,5,1,48,4,,191,229,195,243,186,155,144,118,1,"1,017",825,36,5,26,,17,,27,37,,,,,12,8,1,250,193,4,585,260,46,1,3,32,6,891,8,
Stanford,Pac-12,55,"1,431",224,377,62,20,545,22,2,115,29,196,16,20,214,65,18,6,,54,8,,362,473,370.2,334,159,125,118,280,13,"1,601","1,432",52,7,25,,6,,29,72,2,,,,15,6,1,497,292,1,"1,112",492,58,1,9,18,14,"1,662",15,
Stetson,ASUN,34,919,100,225,28,3,292,11,6,79,22,84,4,21,157,24,7,4,,62,15,,293,233,230,273,167,125,96,131,1,"1,085",931,50,7,19,,28,,18,29,5,,,,24,16,,232,304,,690,241,38,,13,53,15,969,7,
Stony Brook,America East,43,"1,151",178,307,43,5,435,25,,89,39,158,14,36,203,37,9,2,,35,4,,303,335,289.2,208,109,85,78,326,12,"1,194","1,076",33,6,23,,26,,23,73,1,,,,13,4,,262,265,,869,269,37,,4,44,2,"1,175",3,
Syracuse,ACC,44,"1,116",147,242,46,4,377,27,,89,34,125,10,28,279,70,15,5,,51,14,,313,271,294,303,207,171,137,236,3,"1,336","1,145",51,9,49,,32,,30,54,,,,,13,10,1,253,347,3,882,272,37,1,12,51,14,"1,191",14,
Tarleton St.,WAC,53,"1,317",184,316,36,4,471,37,1,118,40,175,12,27,271,72,21,12,,28,2,,370,347,325,425,325,276,222,158,2,"1,659","1,359",82,11,48,,16,,40,49,1,,,,30,8,,401,376,,975,405,45,,7,69,10,"1,425",17,
Tennessee,SEC,57,"1,459",313,440,83,14,743,64,2,169,44,284,13,11,226,50,11,3,,95,13,,371,410,369.2,221,132,95,99,361,18,"1,464","1,313",28,3,43,,12,,37,103,2,,,,10,5,,343,371,5,"1,109",348,40,,5,17,7,"1,497",19,
Tennessee St.,OVC,42,"1,079",95,221,28,11,313,14,,85,20,83,4,23,237,57,13,6,,16,3,,306,307,275,318,198,153,90,176,1,"1,287","1,142",58,7,24,,17,,24,27,,,,,24,7,,293,326,,825,301,73,,6,86,12,"1,199",10,
Tennessee Tech,OVC,49,"1,329",162,328,51,2,455,24,,103,15,144,7,12,212,51,13,8,,37,5,,376,381,324,311,213,173,137,188,2,"1,458","1,249",57,9,39,,26,,36,42,,,,,24,12,,294,456,1,972,308,55,,7,80,7,"1,335",9,
Texas,Big 12,57,"1,495",366,512,79,7,839,78,,176,34,338,20,23,200,54,26,16,,65,10,,382,386,363.1,337,168,134,100,280,16,"1,577","1,404",48,5,34,,21,,45,82,1,,,,17,10,1,387,379,6,"1,090",406,66,1,3,27,8,"1,562",26,
Texas A&M,SEC,55,"1,377",288,384,73,6,679,70,3,203,32,263,10,17,270,80,22,15,,61,17,,363,351,358.2,323,185,149,182,298,13,"1,636","1,376",42,6,32,,36,,50,61,2,,,,15,13,,374,371,6,"1,076",375,48,,7,45,13,"1,499",13,
Texas Southern,SWAC,37,946,140,270,31,15,355,8,,112,10,122,9,32,153,53,11,5,,43,10,,297,226,237.2,248,145,118,88,177,6,"1,064",933,42,7,13,,19,,13,42,,,,,15,15,,241,266,,713,243,41,,7,98,6,997,9,
Texas St.,Sun Belt,53,"1,353",235,377,60,5,588,47,3,146,19,198,9,23,253,68,22,14,,90,19,,415,303,361,312,129,103,98,310,14,"1,518","1,339",40,1,29,,12,,35,113,,,,,38,8,,366,362,8,"1,083",378,45,,2,30,16,"1,506",12,
Texas Tech,Big 12,47,"1,234",182,323,44,6,469,30,,101,24,161,9,22,251,62,11,8,,40,6,,304,343,310.2,311,222,196,183,290,7,"1,454","1,199",48,3,54,,16,,43,71,,,,,19,9,,295,308,2,932,290,31,,5,25,14,"1,253",16,
Toledo,MAC,53,"1,417",276,424,73,8,603,30,3,159,24,245,19,24,269,85,18,6,,44,23,,375,346,350,450,267,194,135,254,3,"1,680","1,456",74,7,44,,14,,36,62,,,,,43,10,,317,443,2,"1,050",334,56,,6,58,13,"1,440",13,
Towson,CAA,31,807,139,233,54,4,331,12,,72,16,128,7,7,99,30,2,1,,33,7,,272,178,204,263,193,147,126,111,3,"1,015",861,44,10,15,,14,,17,39,,,,,3,7,1,244,212,1,612,253,53,1,7,69,9,918,5,
Troy,Sun Belt,54,"1,441",284,409,98,9,657,44,1,173,36,263,11,18,287,60,16,6,,31,5,,324,391,357.1,278,163,118,140,368,12,"1,522","1,332",45,3,25,,26,,20,102,,,,,23,7,,316,370,3,"1,072",307,46,,15,50,12,"1,425",5,
Tulsa,AAC,41,"1,114",198,307,40,5,444,29,,135,40,180,10,15,169,47,13,7,,42,4,,341,272,274.1,286,151,118,80,265,10,"1,226","1,097",43,8,36,,14,,24,70,2,,,,21,3,1,264,266,7,823,268,45,1,6,31,6,"1,136",10,
UAB,C-USA,50,"1,296",230,359,74,8,524,25,,142,43,198,15,9,162,38,22,6,1,33,16,,378,374,337.1,322,179,134,98,308,8,"1,472","1,323",45,7,31,,13,,24,67,1,,,,20,7,,364,313,9,"1,012",352,44,,8,40,6,"1,408",12,
UC Davis,Big West,43,"1,195",141,314,50,8,434,18,,108,30,123,7,13,200,49,14,6,,46,8,,352,314,296.1,332,192,158,97,236,2,"1,343","1,185",55,20,22,,26,,19,44,,,,,32,9,,363,265,3,889,360,47,1,7,56,13,"1,296",10,
UC Riverside,Big West,33,861,90,207,34,2,281,12,1,60,19,78,2,21,165,35,12,6,,32,6,,258,220,217.1,272,201,172,123,124,1,"1,067",888,56,6,18,,30,,28,36,,,,,16,12,,275,211,3,652,277,44,,8,34,17,973,8,
UC San Diego,Big West,35,933,160,258,37,3,370,23,,83,36,145,7,43,126,30,10,7,,46,11,,305,255,237,271,157,120,83,153,3,"1,105",961,61,10,16,,7,,31,30,,,,,22,8,,312,217,3,711,308,42,,4,41,11,"1,061",12,1
UC Santa Barbara,Big West,46,"1,208",159,346,44,19,446,6,,89,31,144,14,22,200,57,7,3,,34,13,,387,277,290,351,263,207,135,167,3,"1,422","1,215",63,14,47,,12,,43,38,5,,,,19,10,,255,415,1,870,268,62,,3,52,9,"1,200",6,
UCF,AAC,61,"1,635",301,492,75,6,750,57,8,172,22,270,13,39,197,64,12,6,,83,17,,522,421,408.1,326,170,143,142,336,16,"1,739","1,535",51,2,34,,15,,31,87,,,,,20,9,2,410,442,5,"1,224",413,57,2,5,41,11,"1,694",15,
UCLA,Pac-12,54,"1,388",325,436,80,8,760,76,1,188,27,306,17,10,259,60,13,9,,64,12,,354,327,348,220,86,71,69,431,23,"1,371","1,255",31,2,26,,9,,32,122,,,,,12,1,2,300,287,2,"1,044",312,37,2,10,27,12,"1,393",11,
UConn,Big East,42,"1,132",173,296,49,4,449,32,6,109,33,149,9,31,233,66,11,4,,88,16,,328,262,280.2,259,157,130,138,247,2,"1,263","1,073",51,4,31,,28,,23,53,9,,,,23,6,,235,337,3,842,247,26,,3,27,11,"1,115",8,
UIC,Horizon,52,"1,378",259,387,70,16,591,34,3,122,30,229,10,41,246,52,18,3,,79,13,,397,347,348.1,397,211,163,101,142,4,"1,563","1,407",50,5,40,,21,,24,32,2,,,,26,5,,466,387,,"1,045",473,65,,12,33,9,"1,583",23,
UIW,Southland,43,"1,086",120,253,42,5,344,13,1,106,22,116,9,27,229,63,14,4,,26,5,,299,303,276.1,307,214,149,134,189,6,"1,349","1,133",45,3,30,,19,,53,63,3,,,,22,6,1,321,295,1,829,309,65,1,12,40,6,"1,203",11,
ULM,Sun Belt,49,"1,212",172,302,54,7,409,13,,155,29,147,9,44,196,44,16,5,,49,11,,383,345,313.2,386,268,220,144,214,2,"1,506","1,300",63,11,46,,10,,29,50,2,,,,22,11,,303,384,4,941,323,61,,7,61,15,"1,325",10,
UMass Lowell,America East,31,824,117,208,25,6,314,23,,86,16,109,3,11,172,55,8,3,,19,3,,238,199,201.1,214,116,87,86,178,4,925,807,33,6,21,,6,,16,56,,,,,12,4,,177,220,2,604,193,39,,3,39,7,836,4,
UMBC,America East,38,995,164,279,55,11,401,15,1,78,16,142,7,9,171,51,8,6,,45,8,,255,267,247.2,207,131,84,86,295,14,"1,049",936,21,3,23,,22,,14,50,,,,,9,4,,209,203,1,743,237,49,,7,30,5,"1,029",11,
UNC Greensboro,SoCon,51,"1,329",319,365,76,5,721,90,,216,50,295,5,18,214,51,15,6,,6,3,,286,442,335.1,316,207,162,149,295,6,"1,511","1,293",62,3,26,,26,,31,84,,,,,31,7,,336,339,2,"1,006",358,59,,9,53,6,"1,423",12,
UNCW,CAA,38,974,144,249,35,4,328,12,3,83,29,126,8,15,177,36,8,4,,45,11,,269,266,247,307,204,146,137,118,3,"1,218","1,038",46,7,23,,23,,16,34,,,,,15,12,,256,340,5,741,249,54,,5,67,7,"1,044",8,
UNI,MVC,52,"1,351",269,358,71,7,617,58,8,226,36,248,13,3,285,71,19,9,1,32,9,,306,368,341,349,192,158,113,286,7,"1,526","1,359",54,7,38,,31,,30,51,,,,,18,6,,386,313,2,"1,023",402,62,,7,30,12,"1,487",12,
UNLV,Mountain West,40,"1,036",193,296,53,4,474,39,,106,20,180,11,11,213,62,12,4,,43,5,,260,262,261.1,251,132,116,113,234,12,"1,152","1,006",31,2,37,,14,,18,77,,,,,8,7,,240,276,5,784,243,24,,9,39,15,"1,051",8,
USC Upstate,Big South,46,"1,242",222,343,57,7,492,26,2,108,33,196,8,28,144,33,11,2,,91,11,,388,346,309.1,289,151,126,103,252,8,"1,339","1,171",63,8,32,,10,,28,73,4,,,,25,12,,312,327,4,928,334,28,,6,46,7,"1,290",18,
UT Arlington,Sun Belt,51,"1,303",181,321,39,4,437,23,,134,14,150,7,40,245,97,19,9,,39,9,,387,345,333,349,244,201,178,153,5,"1,548","1,299",56,5,64,,13,1,29,46,,,,,25,15,2,334,464,7,999,353,49,2,8,40,17,"1,401",13,
UT Martin,OVC,46,"1,289",236,398,75,10,595,34,,86,18,203,5,54,178,33,10,7,,62,6,,396,317,307.2,278,166,129,105,266,9,"1,335","1,169",36,9,23,,24,,20,55,,,,,29,12,,285,343,2,923,295,44,,6,59,8,"1,262",9,
Utah,Pac-12,55,"1,429",237,381,36,13,581,46,1,125,32,225,13,23,279,104,13,6,,58,16,,404,353,353.2,482,292,253,133,185,2,"1,695","1,500",88,12,62,,18,,21,62,4,,,,22,19,,426,387,3,"1,061",440,74,,17,25,12,"1,575",23,
Utah St.,Mountain West,44,"1,208",162,303,37,6,475,41,1,87,22,149,6,7,213,66,16,6,,16,5,,347,315,295,390,236,209,101,172,2,"1,390","1,243",76,14,52,,18,,16,54,1,,,,20,10,,343,328,2,885,356,48,,5,34,12,"1,289",13,
Utah Valley,WAC,52,"1,397",261,392,68,16,630,46,,128,21,243,21,8,247,74,15,7,,19,8,,374,361,332.2,418,274,236,131,236,6,"1,598","1,390",78,11,54,,16,,38,67,3,,,,26,13,,335,393,5,998,331,50,,8,39,8,"1,379",12,
UTEP,C-USA,37,933,136,254,43,1,371,24,1,93,22,127,10,19,202,56,12,5,,12,5,,266,216,231.2,365,290,227,122,90,1,"1,230","1,057",57,4,71,,5,,27,30,,,,,12,11,1,278,299,5,694,278,62,1,2,37,4,"1,034",15,
UTSA,C-USA,46,"1,165",176,273,35,6,479,53,,153,24,167,2,3,324,97,17,3,,14,2,,233,318,291.2,367,229,193,116,178,2,"1,389","1,207",66,7,49,,18,,30,54,,,,,24,12,,365,291,2,875,366,62,,9,59,6,"1,303",17,
Valparaiso,MVC,40,955,83,207,30,6,285,12,,70,22,75,6,18,237,41,10,5,,22,7,,274,240,241.1,383,277,236,126,138,1,"1,245","1,066",65,6,51,,21,,19,34,,,,,13,21,,234,315,,724,251,49,,3,65,14,"1,024",13,
Villanova,Big East,52,"1,393",293,413,73,7,677,59,6,187,30,268,17,5,288,79,20,10,,36,8,,343,323,345.1,352,186,156,97,286,11,"1,533","1,366",65,8,29,,24,,40,57,3,,,,22,8,,398,314,2,"1,036",399,44,,15,42,12,"1,479",10,
Virginia,ACC,48,"1,242",143,281,46,9,417,24,1,128,26,128,7,25,218,55,9,5,,27,8,,340,396,321.1,331,229,186,140,233,4,"1,482","1,268",65,21,33,,44,,38,53,,,,,25,11,,380,313,6,964,385,59,,8,65,11,"1,408",19,
Virginia Tech,ACC,52,"1,396",286,414,69,15,693,60,,122,29,271,19,12,196,45,13,8,,80,8,,361,404,339.2,228,114,89,87,397,16,"1,361","1,225",28,3,31,,10,,28,100,,,,,11,9,1,285,302,,"1,019",284,44,1,6,39,10,"1,347",16,
Wagner,NEC,33,855,135,258,42,6,342,10,,81,16,125,6,19,142,33,4,2,,12,1,,235,216,203.1,277,178,143,83,129,4,993,885,52,6,24,,13,,11,39,1,,,,9,5,,217,237,2,610,225,40,,8,28,9,875,1,
Washington,Pac-12,59,"1,538",339,494,95,10,819,70,4,183,43,322,25,24,235,56,21,9,,63,10,,349,460,374,275,153,137,137,478,20,"1,543","1,363",42,4,36,,24,,22,133,,,,,17,4,,359,257,6,"1,122",368,24,,3,41,7,"1,514",15,
Weber St.,Big Sky,44,"1,195",243,377,74,18,580,31,,112,16,225,11,31,169,48,6,1,,22,3,,339,307,281.2,337,189,159,118,158,4,"1,344","1,171",45,8,26,,5,,29,54,,,,,17,9,,374,279,3,845,364,55,,8,40,5,"1,264",13,
Western Caro.,SoCon,53,"1,317",190,328,48,2,491,37,2,144,13,168,9,36,226,49,24,6,,45,13,,408,365,345.1,336,210,171,157,258,8,"1,571","1,321",52,7,57,,17,,46,70,,,,,36,11,,302,434,2,"1,036",320,47,,1,45,12,"1,403",17,
Western Ill.,Summit League,45,"1,114",142,269,45,4,403,27,,124,20,132,15,25,250,65,11,5,,17,11,,292,322,288.1,364,221,182,81,258,3,"1,342","1,217",63,23,35,,13,,18,65,1,,,,19,7,,312,269,4,865,302,52,,,73,9,"1,219",9,
Western Ky.,C-USA,47,"1,297",248,396,75,5,625,48,1,142,17,222,14,41,178,48,10,3,,61,11,,373,365,322,252,140,111,151,281,7,"1,391","1,189",54,2,25,,26,,21,65,1,,,,22,8,,328,320,5,966,336,46,,3,29,10,"1,348",20,
Western Mich.,MAC,52,"1,390",198,393,58,5,551,30,,96,28,174,5,46,258,58,14,9,,11,7,,364,378,327.2,456,324,254,180,215,,"1,643","1,397",105,10,31,,20,,19,65,1,,,,30,17,,325,395,1,983,344,64,,9,84,9,"1,391",14,
Wichita St.,AAC,55,"1,457",374,456,75,11,862,103,1,200,37,353,12,22,249,64,11,1,,32,9,,319,417,357.1,330,211,177,141,277,7,"1,594","1,383",50,9,46,,27,,43,82,,,,,18,9,,505,262,8,"1,072",474,44,,4,52,6,"1,590",10,
Winthrop,Big South,50,"1,252",206,312,41,5,510,49,1,155,39,186,14,19,237,67,25,14,,88,10,,336,361,331.2,339,188,155,113,291,6,"1,478","1,314",43,11,38,,20,,21,89,,,,,23,7,,276,401,2,995,281,45,,3,73,13,"1,321",7,
Wisconsin,Big Ten,40,"1,033",146,252,52,13,405,25,1,115,24,134,3,32,258,81,17,4,,54,19,,255,270,276.2,271,136,98,59,181,7,"1,191","1,054",48,10,14,,13,,28,44,2,,,,41,8,1,371,249,1,829,375,38,1,8,36,9,"1,242",8,1
Youngstown St.,Horizon,51,"1,362",259,378,63,6,555,34,1,116,38,230,10,39,208,50,17,9,,30,8,,374,379,345.2,283,159,117,165,377,9,"1,524","1,287",36,5,23,,21,,31,92,,,,,32,9,,388,241,3,"1,037",379,51,,12,46,5,"1,467",13,
